#hg19.knownGene.name	hg19.knownGene.proteinID	hg19.kgXref.geneSymbol
uc003pid.4	Q9GZR1	SENP6
uc003pih.1	Q9UM54-1	MYO6
uc003pik.1	Q17R60	IMPG1
uc003pil.1	P28222	HTR1B
uc003pim.4	Q5VVH5	IRAK1BP1
uc003pir.3	A7J992	PHIP
uc021zbz.1	NP_001188292	HMGN3
uc003piw.2	Q9H8D1	BC070061
uc003pix.3	Q86VQ0	LCA5
uc003piz.1	Q9UJC5	SH3BGRL2
uc021zcb.1	NP_001230237	C6orf7
uc003pja.4	Q9GZR5	ELOVL4
uc003pjc.3	P33981	TTK
uc003pje.2	P21953	BCKDHB
uc003pjg.3	Q96IP4	FAM46A
uc003pjl.1	Q9P2D0	IBTK
uc003pjo.3	Q13641	TPBG
uc003pjp.2	Q7Z6J8	UBE3D
uc011dyy.2	NP_001186871	DOPEY1
uc011dyz.2	E9PF86	PGM3
uc003pjx.4	Q9UIY3	RWDD2A
uc003pjy.3	P48163	ME1
uc003pjz.3	Q8N3Z0	PRSS35
uc003pka.3	O60641	SNAP91
uc003pke.3	Q5TAB7	RIPPLY2
uc003pkf.3	Q7L1T6	CYB5R4
uc003pkg.4	Q96G30	MRAP2
uc010kbp.3	Q5TB80	KIAA1009
uc003pkl.2	O95935	TBX18
uc003pko.4	P21589	NT5E
uc003pkr.3	Q9Y5W7	SNX14
uc003pla.2	O60506	SYNCRIP
uc003pli.3	P28566	HTR1E
uc021zci.1	NP_001239312	CGA
uc003plm.4	O60281	ZNF292
uc003plo.2	Q6PEY0	GJB7
uc003plq.1	Q96KF7	SMIM8
uc021zcl.1	Q5TEZ5	C6orf163
uc021zcm.2	Q5TEZ4	C6orf164
uc003plv.3	Q8IYR0	C6orf165
uc011dzj.2	P78382	SLC35A1
uc003pme.3	Q5T160	RARS2
uc003pmg.3	Q9UBD5-2	ORC3
uc003pmk.3	Q53H80	AKIRIN2
uc003pmn.3	Q9HBV2	SPACA1
uc003pmq.4	P21554	CNR1
uc003pmr.2	O60942	RNGTT
uc003pmv.3	Q12796	PNRC1
uc021zcq.1	Q8WXF0	SRSF12
uc003pmz.4	Q8IYS1	PM20D2
uc003pna.2	P24046	GABRR1
uc031spe.1	NP_001254511	GABRR1
uc003pnb.3	P28476	GABRR2
uc003pnc.3	Q9Y385	UBE2J1
uc003pnd.4	Q9NQL2	RRAGD
uc003pni.4	Q9Y2G4	ANKRD6
uc003pnm.3	Q9NU23	LYRM2
uc003pnn.1	Q9NU22	MDN1
uc011dzz.2	Q9UKL3	CASP8AP2
uc011eaa.2	Q969M2	GJA10
uc003pnw.3	Q9BYV9	BACH2
uc003pnz.2	O43318	MAP3K7
uc003poe.3	Q15375	EPHA7
uc003poo.2	Q5SRI9	MANEA
uc003pop.4	Q9Y231	FUT9
uc003por.3	O94874	UFL1
uc003pot.2	Q5TD97	FHL5
uc003pou.3	Q9BZJ6	GPR63
uc003pow.3	Q9P032	NDUFAF4
uc010kcm.1	Q96NJ5	KLHL32
uc003ppb.3	Q6ZRQ5	MMS22L
uc003ppe.3	P20265	POU3F2
uc003ppf.1	Q9UKA2	FBXL4
uc003ppj.4	Q5TGI0	FAXC
uc003ppk.3	Q9NZJ6	COQ3
uc021zdd.1	NP_116259	PNISR
uc003ppp.4	Q8TF01	PNISR
uc003ppx.2	Q70EL2	USP45
uc021zde.1	H0UI37	TSTD3
uc003pqe.3	P24863	CCNC
uc003pqg.1	Q9H4Q3	PRDM13
uc003pqi.1	Q969V1	MCHR2
uc003pqj.4	P81133	SIM1
uc003pqk.3	Q8N3C0	ASCC3
uc003pqp.4	Q13002	GRIK2
uc003pqu.1	Q8IYU2	HACE1
uc003pqv.2	Q6ZN17	LIN28B
uc003pqx.3	Q8NE79	BVES
uc003pqz.3	Q5T3Y7	BVES-AS1
uc003prb.3	Q9HBV1	POPDC3
uc003prc.3	P48147	PREP
uc003prd.2	O75626	PRDM1
uc031spg.1		ATG5
uc031sph.1		ATG5
uc031spi.1	Q9H1Y0	ATG5
uc003prf.3	Q9H1Y0	ATG5
uc003prh.3	NP_001615	AIM1
uc003prj.3	Q8WWV3	RTN4IP1
uc003prm.3	Q9H0R6	QRSL1
uc003prq.3	Q9P0P8	C6orf203
uc003prs.2	Q5T5X7	BEND3
uc003prt.2	Q86YH6	PDSS2
uc003prx.3	A7XYQ1	SOBP
uc010kdf.3	Q8N228	SCML4
uc003psc.4	Q9UGP8	SEC63
uc003psd.3	Q86WC4	OSTM1
uc003psg.3	Q9Y466	NR2E1
uc003psh.3	O60493	SNX3
uc003psj.3	Q8WV93	LACE1
uc003psm.2	O43524	FOXO3
uc003psq.4		LINC00222
uc003pss.4	Q8NEN0	ARMC2
uc003psu.3	Q9Y6P5-2	SESN1
uc003psy.4	Q8IYX8	CEP57L1
uc003pta.2	Q8N1W0	LOC100996634
uc003ptb.1	A2VCL2-1	CCDC162P
uc003ptc.1		C6orf185
uc003pte.3	Q04900	CD164
uc010kdp.3	Q8IXY8-2	PPIL6
uc003pti.3	O60906	SMPD2
uc003ptk.3	Q8TDZ2	MICAL1
uc003ptl.1	O43167	ZBTB24
uc003ptn.2	Q5TCS8	AK9
uc003ptt.2	Q92562	FIG4
uc003ptu.3	P46095	GPR6
uc003pty.1	Q92558	WASF1
uc003pua.3	O60508	CDC40
uc010kdu.1	Q5JXM2	METTL24
uc003puc.3	Q99489-3	DDO
uc003puf.3	Q86VW1	SLC22A16
uc003puh.1	Q9BWU1	CDK19
uc031spj.1	I6W807	CDK19
uc003puj.1		BC047513
uc003puk.1	P17707	AMD1
uc003pum.3	Q969F1	GTF3C6
uc003pun.3	Q9H7B2	RPF2
uc003puq.3		GSTM2P1
uc003pus.3	Q8TF71	SLC16A10
uc003puv.4	Q5TF39	KIAA1919
uc003puy.4	O60673	REV3L
uc021zdt.1		TRAF3IP2-AS1
uc003pvf.4	NP_679211	TRAF3IP2
uc003pvh.3	P06241-2	FYN
uc003pvo.3	O95389-2	WISP3
uc003pvq.3	Q9UJT0	TUBE1
uc003pvs.3	Q4G0N7	FAM229B
uc003pvu.3	NP_001098676	LAMA4
uc003pvx.1	Q6ZWI9	RFPL4B
uc003pvy.4	P29966	MARCKS
uc003pwd.2	Q92769	HDAC2
uc003pwg.4	Q8IZT8	HS3ST5
uc003pwi.1	P42685	FRK
uc003pwj.3	Q5TFE4	NT5DC1
uc003pwm.3	Q03692	COL10A1
uc003pwn.3	Q9UJ04	TSPYL4
uc003pwp.4	Q9H0U9	TSPYL1
uc003pws.3	Q9UL01	DSE
uc003pwv.4	Q5R3K3	FAM26F
uc011ebh.2	Q5T215	TRAPPC3L
uc003pwy.3	Q8N5C1	FAM26E
uc010ked.4	B4DTQ0	FAM26D
uc003pxd.3	Q9H446	RWDD1
uc003pxe.2	Q5TD94	RSPH4A
uc003pxf.2	Q96AP4	ZUFSP
uc003pxh.3	NP_002260	KPNA5
uc003pxi.2	Q5T6X4	FAM162B
uc003pxj.1	Q5T6X5	GPRC6A
uc003pxm.3	Q8HWS3	RFX6
uc003pxn.3	Q8N8G2	VGLL2
uc003pxp.1	P08922	ROS1
uc003pxs.3	Q8N8Z6-2	DCBLD1
uc003pxw.3	Q96E22	NUS1
uc003pxx.4	Q5T1Q4	SLC35F1
uc003pya.2	Q5SZL2-4	CEP85L
uc003pye.3	P26678	PLN
uc021zeh.1	Q9NXL9	MCM9
uc011ebn.2	Q9Y294	ASF1A
uc003pyj.3	Q8NB25	FAM184A
uc003pym.2	P33908	MAN1A1
uc003pyo.1	Q96NH3	C6orf170
uc003pyr.3	P17302	GJA1
uc003pyu.2	Q03933	HSF2
uc003pyy.1	Q9NRX5	SERINC1
uc003pzc.4	Q5T0Z7	PKIB
uc003pzf.3	O15540	FABP7
uc003pzg.3	Q92484	SMPDL3A
uc003pzi.1	Q5SYC1	CLVS2
uc003pzj.2	Q13061	TRDN
uc003pzo.3	Q5VXU1	NKAIN2
uc003pzs.3	Q8TC41	RNF217
uc003pzu.1	Q16890	TPD52L1
uc003qaa.1	Q7Z4H3	HDDC2
uc003qad.3	Q9UBP5	HEY2
uc003qai.3	Q8NI08	NCOA7
uc003qal.4	Q9NQE9	HINT3
uc003qam.3	Q7Z4G4	TRMT11
uc003qao.3	Q5EE01	CENPW
uc003qar.3	Q9BXY4	RSPO3
uc021zes.1	Q9NTX7	RNF146
uc003qax.3	Q9NTX5	ECHDC1
uc011ebs.2	Q6ZU52	KIAA0408
uc003qbd.3	Q5TF21	SOGA3
uc003qbh.4	Q6P5S2	C6orf58
uc011ebt.2	F5H1J9	THEMIS
uc010kfc.3	Q15262-3	PTPRK
uc003qbn.3	NP_000417	LAMA2
uc003qbr.3	Q8N392	ARHGAP18
uc003qbs.3	Q5VVB8	TMEM244
uc003qbt.3	Q96JM7	L3MBTL3
uc031spp.1	J3KQK4	SAMD3
uc010kfh.4	Q86VY9	TMEM200A
uc011ebx.2	H3BR10	SMLR1
uc003qch.2	O43491	EPB41L2
uc003qck.4	Q9P0M2	AKAP7
uc003qcp.2	P05089	ARG1
uc003qcs.2	Q9ULK4	MED23
uc003qcv.3	O14638	ENPP3
uc011ecd.2	O95047	OR2A4
uc011ece.2	A4FU28	CTAGE9
uc011ecf.2	P22413	ENPP1
uc003qcz.3	Q5M8T4	CTGF
uc003qdf.3	Q6UVY6	MOXD1
uc003qdg.2	O15400	STX7
uc011eci.2	Q96RI9	TAAR9
uc011ecj.2	Q969N4	TAAR8
uc011eck.2	Q96RI8	TAAR6
uc003qdk.2	O14804	TAAR5
uc021zfk.1	Q9P1P4	TAAR3
uc003qdl.1	Q9P1P5	TAAR2
uc003qdm.1	Q96RJ0	TAAR1
uc003qdo.3	O95497	VNN1
uc010kfs.3		VNN3
uc003qdt.3	NP_004656	VNN2
uc031sps.1		VNN2
uc031spt.1		VNN2
uc003qdw.1	Q6NT16	SLC18B1
uc003qdx.3	P25398	RPS12
uc003qdy.1		SNORA33
uc003qed.4	O95677-4	EYA4
uc003qeh.2		MGC34034
uc003qei.4	O43680	TCF21
uc003qek.2		AX747860
uc010kgg.3	P62380	TBPL1
uc003qem.1	Q8TD20	SLC2A12
uc021zfl.2		HMGA1P7
uc003qeo.4	O00141-2	SGK1
uc003qet.3		LOC154092
uc003qew.3	Q9H2A2	ALDH8A1
uc003qez.2	Q9Y450	HBS1L
uc003qfh.3	P10242-4	MYB
uc003qgj.3	Q8N157	AHI1
uc010kgm.2		LINC00271
uc003qgp.3	Q9NP56	PDE7B
uc003qgt.1	Q6P444	MTFR2
uc003qgx.1	Q9NYF8	BCLAF1
uc011edg.2	NP_001185538	MAP7
uc003qhc.3	Q99683	MAP3K5
uc003qhd.3	O00628	PEX7
uc003qhe.3	Q5M8T2	SLC35D3
uc003qhj.3	Q9UHF4	IL20RA
uc003qhl.3	Q969J5	IL22RA2
uc003qho.2	P15260	IFNGR1
uc003qhp.1	Q7RTU3	OLIG3
uc031spw.1	P21580	TNFAIP3
uc003qht.2	Q96FX8	PERP
uc003qhu.3	Q5TH69	KIAA1244
uc003qhv.3	Q9GZY1	PBOV1
uc003qhw.1	Q9Y5Z4	HEBP2
uc011edp.2	Q5SYE7-2	NHSL1
uc003qia.1		FLJ46906
uc003qid.2	NP_001229669	LOC100507462
uc003qie.3	Q8IWP9	CCDC28A
uc021zfx.1	Q008S8	ECT2L
uc011edr.2	Q96D71-3	REPS1
uc003qil.2	Q9P1F3	ABRACL
uc003qin.3	Q9UBI9	HECA
uc021zfy.1	Q8N3L3	TXLNB
uc021zfz.2	NP_001161861	CITED2
uc003qit.1	O00549	AK097143
uc003qiu.3	P28336	NMBR
uc003qiw.3	Q9NP79	VTA1
uc010khe.3	NP_940971	GPR126
uc003qjd.3	P31629	HIVEP2
uc003qjh.3	Q9NVV5-2	AIG1
uc003qjj.3	Q7Z6V5	ADAT2
uc003qjl.3	P56589	PEX3
uc003qjm.3	Q9BTY2	FUCA2
uc010khi.3	O75167-4	PHACTR2
uc003qjs.3	Q96GA3	LTV1
uc010khk.3	Q5TFG8	ZC2HC1B
uc003qkf.3	Q9UM63	PLAGL1
uc003qkr.1	Q9BWJ5	SF3B5
uc003qks.4	O75558	STX11
uc003qkt.3	P46939	UTRN
uc003qkw.3	O95278	EPM2A
uc003qkz.1	Q0VFX3	FLJ44955
uc003qla.3	Q8TB52	FBXO30
uc003qlf.3	Q149N8	SHPRH
uc010khw.2	Q13255	GRM1
uc003qln.1	Q13637	RAB32
uc010khx.3	Q8N7X0	ADGB
uc010khz.2	Q5T5C0-2	STXBP5
uc003qma.4		STXBP5
uc003qmc.2	Q5TGI4	SAMD5
uc003qmd.4		BC047626
uc003qme.1	O94885	SASH1
uc003qmg.3	Q9Y2C2	UST
uc010kib.2	Q9NYJ8	TAB2
uc003qml.3	NP_001002255	SUMO4
uc010kid.3	A2A288	ZC3H12D
uc003qmo.2	Q8WUA2	PPIL4
uc003qmq.1	Q9NU53	GINM1
uc003qms.3	O75449	KATNA1
uc003qmu.2	O95835	LATS1
uc003qmz.3	Q8NFH3	NUP43
uc003qne.3	H7BY58	PCMT1
uc003qng.2	Q86VZ4	LRP11
uc003qnl.1	Q8TD07	RAET1E
uc010kii.1	Q6H3X3	RAET1G
uc003qno.3	Q9BZM5	ULBP2
uc003qnp.3	Q9BZM6	ULBP1
uc011eei.2	Q5VY80	RAET1L
uc003qns.3	Q9BZM4	ULBP3
uc003qnt.3	Q8TAE6	PPP1R14C
uc003qnx.2	C9JFW2	IYD
uc003qny.1	Q9ULL1	PLEKHG1
uc021zgs.1	B7ZM99	MTHFD1L
uc011eep.2	Q02952	AKAP12
uc003qoh.3	Q8N680	ZBTB2
uc003qoi.3	Q9NWS8	RMND1
uc003qok.1	Q9H993	C6orf211
uc003qol.3	Q8IYT3	CCDC170
uc003qon.4	P03372	ESR1
uc003qou.4	Q8NF91	SYNE1
uc031sql.1	I6XKI8	SYNE1
uc003qpc.4	Q8N699	MYCT1
uc003qpe.4	P01282	VIP
uc003qpg.3	Q9UKT4	FBXO5
uc003qpi.4	Q9UGC7	MTRF1L
uc003qpm.3	Q9UGC6	RGS17
uc003qpo.1	P35372-3	OPRM1
uc021zhc.1	G9CGD6	IPCEF1
uc003qpz.3	Q9UPN6	SCAF8
uc003qqe.3	NP_036586	TIAM2
uc003qqj.4	Q8WVM0	TFB1M
uc003qql.2	P56880	CLDN20
uc003qqm.3	Q9HBY0	NOX3
uc003qqo.3	Q8NFD5-2	ARID1B
uc003sih.4	Q9NWH2	TMEM242
uc003qqt.3	Q8IZN3	ZDHHC14
uc003qqv.1	Q9Y5X1	SNX9
uc003qqx.2	O15056	SYNJ2
uc003qrc.2	Q96JX3	SERAC1
uc031sqr.1	Q96JX3-3	SERAC1
uc003qrd.3	Q6ZYL4	GTF2H5
uc003qrf.3	Q9NRJ4	TULP4
uc003qrm.4	Q9P2C4	TMEM181
uc003qrn.2	P63172	DYNLT1
uc003qrp.3	Q4VX76	SYTL3
uc003qrt.4	P15311	EZR
uc003qrw.4	Q8TBU1	OSTCP1
uc021zhp.1	NP_001181961	C6orf99
uc003qrx.3	Q86UC2	RSPH3
uc003qrz.3	Q8N103	TAGAP
uc010kjv.3	Q4ZHG4	FNDC1
uc003qsg.3	NP_001019636	SOD2
uc003qsl.4	Q15007	WTAP
uc010kjy.3	Q9BWD1	ACAT2
uc031sqw.1		ACAT2
uc003qsr.3	P17987	TCP1
uc003qsw.4	Q9H0U6	MRPL18
uc003qsy.2	Q8NA58-2	PNLDC1
uc003qsz.3	P04201	MAS1
uc003qta.3	NP_000867	IGF2R
uc003qtb.3		LOC729603
uc003qtc.3	O15245	SLC22A1
uc003qtf.3	O15244	SLC22A2
uc003qti.4	O75751	SLC22A3
uc003qtl.3	NP_005568	LPA
uc003qtm.4	P00747	PLG
uc003qtn.3	NP_005913	MAP3K4
uc003qtr.1	Q9NRZ5	AGPAT4
uc003qtu.4	Q9H0P7	AGPAT4-IT1
uc003qtx.4	O60260	PARK2
uc003qua.3	Q96M98	PACRG
uc011egg.1	B4DJX3	AK296276
uc003qui.3	Q96PU8	QKI
uc003qum.4	Q5T5N4	C6orf118
uc003quo.3	Q9Y233-2	PDE10A
uc011egl.1	H0UI31	LINC00473
uc003quq.5	A8K010	LINC00473
uc011egm.2		LINC00602
uc003quu.2	O15178	T
uc003quw.1	Q8N4B5	PRR18
uc003qux.3	Q8WV19	SFT2D1
uc031sra.1	NP_001257808	MPC1
uc003qvc.1	Q15349-3	RPS6KA2
uc003qve.3	O00584	RNASET2
uc031srd.1	D6REQ6	RNASET2
uc003qvi.1	Q5TCT2	RNASET2
uc003qvj.3	O95684	FGFR1OP
uc010kkm.3	P51684	CCR6
uc011egq.2	O00270	GPR31
uc010kkp.3	B9ZVM9	TCP10L2
uc003qvq.3	Q86WB7	UNC93A
uc003qvs.1	Q9BWV7	TTLL2
uc003qvv.1	NP_004601	TCP10
uc021zii.2	Q4G0H2	LOC441178
uc021zij.1	P55196-3	MLLT4
uc010kks.1	Q9UM08	HGC6.3
uc003qwk.1	Q9UIL4	KIF25
uc003qwo.4	Q8N878	FRMD1
uc031sre.1	Q5SZU5	FRMD1
uc003qwq.3	Q5SW24	DACT2
uc003qwr.2	Q9H3U7-2	SMOC2
uc003qwt.3	P35442	THBS2
uc003qwx.3	C9JGV0	WDR27
uc003qxb.3	Q7Z4R8	C6orf120
uc011egy.2	Q8WUB8	PHF10
uc003qxe.1	Q8IZS6	TCTE3
uc003qxg.1	Q5T6L9	C6orf70
uc003qxj.1	Q5T6M2	LINC00242
uc003qxl.2		LOC154449
uc003qxm.3	O00548	DLL1
uc003qxp.3	Q96EK7	FAM120B
uc011ehe.2	P20618	PSMB1
uc003qxu.3	P20226	TBP
uc003qxw.3	Q16342	PDCD2
uc003sip.3	Q8IXL6	FAM20C
uc021zyg.1	NP_001182056	LOC100288524
uc003sir.3	P04085	PDGFA
uc003siw.2	P31321	PRKAR1B
uc010krz.1	Q86Y56	HEATR2
uc021zym.1	E9PF23	SUN1
uc003sjl.1	Q7L5D6	GET4
uc003sjo.4	NP_006860	ADAP1
uc003sjp.1	Q49B96	COX19
uc003sjq.1	Q8TAV3	CYP2W1
uc011jvu.1	Q9BRJ6	C7orf50
uc003sjy.1	Q96CH1	GPR146
uc003skb.2	Q99527	GPER
uc003skc.3	Q8N6M9	ZFAND2A
uc011jvw.2	A6NJT0	UNCX
uc003skj.4	Q8IY33	MICALL2
uc003skn.2	Q8N201	INTS1
uc003skr.3	O60675	MAFK
uc021zyq.1	Q6ZV46	FW339998
uc003skv.4	Q6ZMB5	TMEM184A
uc011jvx.1	Q9BT73	PSMG3
uc021zys.1	Q96PY0	KIAA1908
uc003slc.1	A2RU56	LOC401296
uc010ksg.2	H3BS57	ELFN1
uc031swk.1	H3BS57	ELFN1
uc003slg.1	Q9Y6D9	MAD1L1
uc003slm.3	Q9UI43	FTSJ2
uc003slp.1	P36639	NUDT1
uc003slw.3	Q9Y5X2	SNX8
uc003sly.3	P55884	EIF3B
uc021zyu.1	Q9NRB3	CHST12
uc003smf.3	Q8NES3	LFNG
uc003smi.3	Q6PJG6	BRAT1
uc003smo.4	Q6IPM2	IQCE
uc003smp.3	Q9C0H2	TTYH3
uc003smr.1	Q400G9	AMZ1
uc003smu.3	Q03113	GNA12
uc003smv.3	Q9BXL7	CARD11
uc003smx.3	Q7Z5N4	SDK1
uc003snc.1	P85037	FOXK1
uc003sne.3	O43299	AP5Z1
uc003snj.1	Q96JH8	RADIL
uc003snk.3	A4D1Z6	PAPOLB
uc003sno.4	Q8IY49	MMD2
uc003sns.1	Q9NYW8	RBAK
uc010kst.3		RBAKDN
uc003snu.1	B4DI43	ZNF890P
uc003snv.3	Q9Y4P8	WIPI2
uc003soc.3	Q7RTT9	SLC29A4
uc003soi.4	O15417	TNRC18
uc003son.4	Q96ME1-4	FBXL18
uc003sot.4	P60709	ACTB
uc003sou.3	Q16658	FSCN1
uc003sox.2	Q9NWF9-1	RNF216
uc003spe.4	P0CE72	OCM
uc003spf.3	P86790	CCZ1
uc003sph.1	NP_775836	RSPH10B
uc003spl.3	NP_000526	PMS2
uc003spo.3	Q13155	AIMP2
uc003spp.3	Q9BQI3	EIF2AK1
uc031swn.1	A6NGH8	ANKRD61
uc011jwp.2	Q9H9J4-2	USP42
uc003spt.3	O43739-2	CYTH3
uc003spu.3	Q7Z4H9	FAM220A
uc003spw.3	A4D2P0	RAC1
uc003sqa.3	Q8NCG7	DAGLB
uc003sqe.4	P33947	KDELR2
uc011jwx.2	A4D2P6	GRID2IP
uc003sqj.3	Q9NPG8	ZDHHC4
uc003sqo.1	Q96N11	C7orf26
uc011jwz.2	P0CG23	ZNF853
uc003sqt.1	P17014	ZNF12
uc011jxb.1	Q68D20	PMS2CL
uc003sqw.1	P0C881	RSPH10B2
uc003sqx.2	P86790	CCZ1B
uc021zzk.1		LOC100131257
uc003srb.3	Q9NS00	C1GALT1
uc003src.1	Q2UY09	COL28A1
uc003srf.3	Q9NXC5	MIOS
uc003sri.3	P35244	RPA3
uc011jxf.2	A4D104	LOC729852
uc003srk.4	Q86VQ1	GLCCI1
uc003srm.3	Q05084	ICA1
uc003srv.3	P58417	NXPH1
uc003srx.2	O00483	NDUFA4
uc003sry.2	O94880	PHF14
uc021zzn.1	Q9UPZ6	THSD7A
uc003ssh.3	Q9NUM4	TMEM106B
uc003ssj.2	Q8N2E2	VWDE
uc003ssl.1		BC075797
uc003ssn.4	Q9Y6U3	SCIN
uc003ssq.3	P40617	ARL4A
uc003ssw.4	P50549-3	ETV1
uc003ssz.3	Q9Y6T7	DGKB
uc003stb.1	Q6ZNB7	AGMO
uc003stc.3	P50222	MEOX2
uc010ktx.2	A4D126	ISPD
uc003stg.3	Q6X4U4	SOSTDC1
uc022aaf.1	A6NJI9	LRRC72
uc003sti.3	Q8IV38	ANKMY2
uc003stj.2	Q9Y6E2	BZW2
uc003stq.3	O95857	TSPAN13
uc003str.3	O95994	AGR2
uc003sts.3	Q8TD06	AGR3
uc011jxz.1	P35869	AHR
uc003stv.3	Q9Y5W8-2	SNX13
uc003stz.3	P21108	PRPS1L1
uc003sui.3	Q9UKV0-7	HDAC9
uc003sum.3	Q15672	TWIST1
uc003suo.1	Q96RJ6	FERD3L
uc003sup.1	Q3B726	TWISTNB
uc011jyg.2	Q5HYL7-4	TMEM196
uc003sus.4	Q6ZN28	MACC1
uc003suu.3	P26012	ITGB8
uc010kuh.3	J3KQ04	ABCB5
uc003suz.3	Q8IXZ3-4	SP8
uc003sva.3	Q02446	SP4
uc031swp.1	NP_001264044	DNAH11
uc010kuk.3	Q96GN5	CDCA7L
uc003svg.3	A8MQ07	RAPGEF5
uc010kum.2	B5MCI2	STEAP1B
uc003svj.4	P05231	IL6
uc003svk.4	Q9P0U1	TOMM7
uc003svm.4	Q9BYI3	FAM126A
uc003svs.4	Q8IXQ5	KLHL7
uc003svu.3	O15504	NUPL2
uc011jyx.3	NP_031368	NUPL2
uc003swc.3	Q14956	GPNMB
uc003swd.1	Q96EH3	MALSU1
uc003swg.3	O00425	IGF2BP3
uc011jza.2		RPS2P32
uc003swi.3	Q13595	TRA2A
uc003swk.2	A4D151	CLK2P
uc003swl.3	Q96EE4	CCDC126
uc003swo.4	A4D161	FAM221A
uc003sws.5	Q9BXU1	STK31
uc003sww.2	P01303	NPY
uc003swx.3	Q9NZW5	MPP6
uc010kus.1	O60443	DFNA5
uc003sxf.3	Q9H4L5	OSBPL3
uc003sxl.3	P99999	CYCS
uc003sxn.1	Q8N865	C7orf31
uc003sxo.3	NP_071433	NPVF
uc003sxq.3	Q9Y4A8	NFE2L3
uc003sxr.4	P22626	HNRNPA2B1
uc003sxu.3	Q13185	CBX3
uc010kuu.3	Q9Y5X0	SNX10
uc003syb.3	A4D174	C7orf71
uc003syc.3	O75563	SKAP2
uc003sye.3	P49639	HOXA1
uc003syh.3	O43364	HOXA2
uc011jzl.2	O43365	HOXA3
uc003sym.4	Q00056	HOXA4
uc003syr.2		HOXA-AS3
uc003syn.2	P20719	HOXA5
uc003syo.2	P31267	HOXA6
uc003sys.3	P31268	HOXA7
uc003syt.3	P31269	HOXA9
uc011jzm.2	P31260	HOXA10
uc003syx.3	P31270	HOXA11
uc022aat.2	A4D189	LOC402470
uc003szb.1	P31271	HOXA13
uc003szd.1	P49640	EVX1
uc003szf.3	P31937	HIBADH
uc003szl.3	Q86VP1	TAX1BP1
uc003szn.3	Q86VZ6	JAZF1
uc011jzq.2	B7Z1J1	JAZF1-AS1
uc003szp.3		BC087859
uc003szr.3	Q02930	CREB5
uc003szt.3	Q7L0X0	TRIL
uc003szw.3	Q9H3G5	CPVL
uc003szz.3	P52757	CHN2
uc003tac.1	Q8IV56	PRR15
uc031swv.1		DPY19L2P3
uc022aaz.1	B8ZZV2	WIPF3
uc011kaa.2	Q12765-2	SCRN1
uc003tal.2	Q9NWM8	FKBP14
uc003taq.3	Q96JA3	PLEKHA8
uc003tar.1	Q8N3F0	C7orf41
uc003tat.3	Q8NHG8	ZNRF2
uc003tav.3	Q9Y239	NOD1
uc003tax.3		NOD1
uc003tba.3	O75223	GGCT
uc003tbm.3	P41250	GARS
uc003tbp.3	Q13324-2	CRHR2
uc003tbs.1	O95050	INMT
uc003tbt.3	Q4G0A6	FAM188B
uc003tbx.3	Q02643	GHRHR
uc003tbz.3	Q9HB43	GHRHR
uc003tcg.3	P41586-2	ADCYAP1R1
uc003tch.4	Q96NK8	NEUROD6
uc011kad.1	NP_001244896	CCDC129
uc003tcl.3	O96001	PPP1R17
uc003tco.2	NP_001177987	PDE1C
uc003tct.2	Q9Y4Y9	LSM5
uc003tcv.1	Q8NBF6	AVL9
uc003tdb.2	Q8IY47	KBTBD2
uc011kaj.3		RP9P
uc003tdh.3	O95302	FKBP9
uc003tdk.4	Q9H0P0	NT5C3A
uc003tdm.3	Q8TA86	RP9
uc003tdn.1	Q3SYG4	BBS9
uc003tdu.3	G5E942	hCG_1643653
uc011kap.2	Q8N8U9	BMPER
uc003tei.1	Q6W5P4-4	NPSR1
uc003tem.4	Q2PZI1	DPY19L1
uc031swy.1	Q6NUT2	DPY19L2P1
uc011kas.2	Q9UMR3	TBX20
uc003tes.4	Q9BSE4	HERPUD2
uc011kau.2	NP_001229885	SEPT7
uc003tfa.3	Q7L9B9	EEPD1
uc003tfd.2	Q8NCT3	KIAA0895
uc003tff.3	Q9NQW6	ANLN
uc022abu.1	NP_001170977	AOAH
uc003tfk.2	Q92556	ELMO1
uc003tfm.1	Q7Z602	GPR141
uc003tfn.3	Q8N427	NME8
uc003tfo.4	Q6FHJ7	SFRP4
uc003tfp.4	Q9UM22	EPDR1
uc003tfr.3	O95772	STARD3NL
uc003tgc.1	NP_001003806	TARP
uc003tgl.2		TCRGV
uc010kxj.1		X06774
uc022aca.1	A2NUW5	Y00482
uc003tgr.2	P03979	TRGV3
uc003tgs.1		TCRGV
uc003tgu.3	P49418	AMPH
uc011kbd.2		FAM183B
uc003tgy.3	P49754	VPS41
uc003thb.2	P78424	POU6F2
uc003thc.4	Q9NRH1	YAE1D1
uc011kbe.1		LOC646999
uc003thd.3	P11233	RALA
uc003thh.4	Q14004	CDK13
uc003thl.4	Q8TAP9	MPLKIP
uc003thn.2	Q9HAC7	C7orf10
uc003thr.3	P08476	INHBA
uc011kbh.2	P10071	GLI3
uc003thx.4	J3KR36	C7orf25
uc003thy.3	P25787	PSMA2
uc003tia.3	Q9BYC8	MRPL32
uc003tid.1	Q76N89	HECW1
uc003tih.3	Q9UEE5	STK17A
uc003tin.2	Q9GZY4	COA1
uc003tir.3	P53004	BLVRA
uc003tit.1	Q96EL2	MRPS24
uc003tiw.3	Q8TCY9	URGCP
